Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,25-30,,,40-45,,,,,,0.0,shopify,10,continue,manual,2220.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/sdgbsxdgs.jpg?v=1770388181,3,"",,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,25-30,,,45-50,,,,,,0.0,shopify,10,continue,manual,2360.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/sfsxfgds.jpg?v=1770388180,4,"",,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,25-30,,,50-55,,,,,,0.0,shopify,10,continue,manual,2500.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/sdbgsgs.jpg?v=1770388180,5,"",,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,25-30,,,55-60,,,,,,0.0,shopify,10,continue,manual,2640.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/dggsdgs.jpg?v=1770388180,6,"",,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,25-30,,,60-65,,,,,,0.0,shopify,10,continue,manual,2780.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/sgdsgbsgd.jpg?v=1770388180,7,"",,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,25-30,,,65-70,,,,,,0.0,shopify,1,continue,manual,2920.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/sbgsgbsdgsg.jpg?v=1770388180,8,"",,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,25-30,,,70-75,,,,,,0.0,shopify,1,continue,manual,3060.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/dgdfhd.jpg?v=1770388180,9,"",,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,25-30,,,75-80,,,,,,0.0,shopify,1,continue,manual,3200.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/sdgsdbsdgds.jpg?v=1770388180,10,"",,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,25-30,,,80-85,,,,,,0.0,shopify,1,continue,manual,3340.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,25-30,,,85-90,,,,,,0.0,shopify,1,continue,manual,3480.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,30-35,,,30-35,,,,,,0.0,shopify,10,continue,manual,2080.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,30-35,,,35-40,,,,,,0.0,shopify,10,continue,manual,2220.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,30-35,,,40-45,,,,,,0.0,shopify,10,continue,manual,2360.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,30-35,,,45-50,,,,,,0.0,shopify,10,continue,manual,2500.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,30-35,,,50-55,,,,,,0.0,shopify,10,continue,manual,2640.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,30-35,,,55-60,,,,,,0.0,shopify,10,continue,manual,2780.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,30-35,,,60-65,,,,,,0.0,shopify,10,continue,manual,2920.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,30-35,,,65-70,,,,,,0.0,shopify,10,continue,manual,3060.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,30-35,,,70-75,,,,,,0.0,shopify,10,continue,manual,3200.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,30-35,,,75-80,,,,,,0.0,shopify,10,continue,manual,3340.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,30-35,,,80-85,,,,,,0.0,shopify,10,continue,manual,3480.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,30-35,,,85-90,,,,,,0.0,shopify,10,continue,manual,3620.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,35-40,,,30-35,,,,,,0.0,shopify,10,continue,manual,2220.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,35-40,,,35-40,,,,,,0.0,shopify,10,continue,manual,2360.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,35-40,,,40-45,,,,,,0.0,shopify,10,continue,manual,2500.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,35-40,,,45-50,,,,,,0.0,shopify,10,continue,manual,2640.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,35-40,,,50-55,,,,,,0.0,shopify,10,continue,manual,2780.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,35-40,,,55-60,,,,,,0.0,shopify,10,continue,manual,2920.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,35-40,,,60-65,,,,,,0.0,shopify,10,continue,manual,3060.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,35-40,,,65-70,,,,,,0.0,shopify,10,continue,manual,3200.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,35-40,,,70-75,,,,,,0.0,shopify,10,continue,manual,3340.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,35-40,,,75-80,,,,,,0.0,shopify,10,continue,manual,3480.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,35-40,,,80-85,,,,,,0.0,shopify,10,continue,manual,3620.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,35-40,,,85-90,,,,,,0.0,shopify,10,continue,manual,3760.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,40-45,,,30-35,,,,,,0.0,shopify,1,continue,manual,2360.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,40-45,,,35-40,,,,,,0.0,shopify,1,continue,manual,2500.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,40-45,,,40-45,,,,,,0.0,shopify,1,continue,manual,2640.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,40-45,,,45-50,,,,,,0.0,shopify,1,continue,manual,2780.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,40-45,,,50-55,,,,,,0.0,shopify,1,continue,manual,2920.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,40-45,,,55-60,,,,,,0.0,shopify,1,continue,manual,3060.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,40-45,,,60-65,,,,,,0.0,shopify,1,continue,manual,3200.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,40-45,,,65-70,,,,,,0.0,shopify,1,continue,manual,3340.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,40-45,,,70-75,,,,,,0.0,shopify,1,continue,manual,3480.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,40-45,,,75-80,,,,,,0.0,shopify,1,continue,manual,3620.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,40-45,,,80-85,,,,,,0.0,shopify,1,continue,manual,3760.00,1.00,true,true,,,,,,,,,,,,,kg,,,
tailored-enforced-floor-hatch-with-safety-grilles-customized-floor-access-door-any-size-and-color-available-copy,,,,,,,,,40-45,,,85-90,,,,,,0.0,shopify,1,continue,manual,3900.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,Bespoke Steel Floor Hatch,"<p>Custom Steel Floor Hatches – Tailored to Your Needs  </p>
<p>Our steel floor hatches are fully customizable to ensure a perfect fit and seamless integration into your space. Personalize your hatch with the following options:  </p>
<p>- Precise Dimensions: Designed to match your exact opening size.  <br>- Hinge Placement: Choose hinges on the short or long side.  <br>- Flush or Lip Design: Select a flush finish or a 2-inch lip to cover the surrounding surface.  <br>- Custom Color: Pick a color that complements your style.  <br>- Weight &amp; Thickness: Specify estimated weight and thickness for tiling or additional coverings.  <br>- Optional Border: Add an overall border and define the required depth.  </p>
<p>Crafted for durability, functionality, and style, our hatches are ideal for any residential, commercial, or industrial application.</p>
<p><span style=""font-size: 0.875rem;"">HOW TO PLACE THE ORDER:</span></p>
<ol>
<li><span>Round up your opening dimensions to the nearest odd numbers and pick them from size options in the listing ( that is only for fair pricing and making payment )</span></li>
<li>
<span>Provide your exact specs by filling </span>personalization slot</li>
<li>Place an order</li>
</ol>
<p><span>HOW TO PICK THE COLOR:<br>- You can pick any color from any collection by following this link: neokem.eu/en/color-charts.<br><br>ETA ( FLOOR HATCHES )<br>- Making shop drawing: 3-5 days<br>- Fabrication: 3 weeks<br>- Shipping: 5-10 days<br></span></p>",FerrumDecorStudio,Home & Garden,hardware,"Custom Ventilated Steel Floor Hatch, Customized Ventilated Floor Access Hatch, Personalized Ventilated Floor Hatch in Steel, Sample Product, Specialized Steel Floor Vent Hatch, Steel Access Panel for Floors, Steel Floor Hatch",true,Openning width (INCH),25-30,,Openning length (INCH),30-35,,,,,,0.0,shopify,10,continue,manual,1940.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/sdvdsb.jpg?v=1770388082,1,"",false,Bespoke Steel Floor Hatch - Made-to-Measure Steel Floor Access Door,,,kg,,,active
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,25-30,,,35-40,,,,,,0.0,shopify,10,continue,manual,2080.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/dfbdfbgsx.jpg?v=1770388082,2,"",,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,25-30,,,40-45,,,,,,0.0,shopify,10,continue,manual,2220.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/dfbdxfbxd.jpg?v=1770388082,3,"",,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,25-30,,,45-50,,,,,,0.0,shopify,10,continue,manual,2360.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/dsfdds.jpg?v=1770388081,4,"",,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,25-30,,,50-55,,,,,,0.0,shopify,10,continue,manual,2500.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/dvbdb.jpg?v=1770388081,5,"",,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,25-30,,,55-60,,,,,,0.0,shopify,10,continue,manual,2640.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/fbdfb.jpg?v=1770388082,6,"",,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,25-30,,,60-65,,,,,,0.0,shopify,10,continue,manual,2780.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/dfbdfb.jpg?v=1770388081,7,"",,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,25-30,,,65-70,,,,,,0.0,shopify,1,continue,manual,2920.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/dfgbfbg.jpg?v=1770388082,8,"",,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,25-30,,,70-75,,,,,,0.0,shopify,1,continue,manual,3060.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/sdsf.jpg?v=1770388082,9,"",,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,25-30,,,75-80,,,,,,0.0,shopify,1,continue,manual,3200.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,25-30,,,80-85,,,,,,0.0,shopify,1,continue,manual,3340.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,25-30,,,85-90,,,,,,0.0,shopify,1,continue,manual,3480.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,30-35,,,30-35,,,,,,0.0,shopify,10,continue,manual,2080.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,30-35,,,35-40,,,,,,0.0,shopify,10,continue,manual,2220.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,30-35,,,40-45,,,,,,0.0,shopify,10,continue,manual,2360.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,30-35,,,45-50,,,,,,0.0,shopify,10,continue,manual,2500.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,30-35,,,50-55,,,,,,0.0,shopify,10,continue,manual,2640.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,30-35,,,55-60,,,,,,0.0,shopify,10,continue,manual,2780.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,30-35,,,60-65,,,,,,0.0,shopify,10,continue,manual,2920.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,30-35,,,65-70,,,,,,0.0,shopify,10,continue,manual,3060.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,30-35,,,70-75,,,,,,0.0,shopify,10,continue,manual,3200.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,30-35,,,75-80,,,,,,0.0,shopify,10,continue,manual,3340.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,30-35,,,80-85,,,,,,0.0,shopify,10,continue,manual,3480.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,30-35,,,85-90,,,,,,0.0,shopify,10,continue,manual,3620.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,35-40,,,30-35,,,,,,0.0,shopify,10,continue,manual,2220.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,35-40,,,35-40,,,,,,0.0,shopify,10,continue,manual,2360.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,35-40,,,40-45,,,,,,0.0,shopify,10,continue,manual,2500.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,35-40,,,45-50,,,,,,0.0,shopify,10,continue,manual,2640.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,35-40,,,50-55,,,,,,0.0,shopify,10,continue,manual,2780.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,35-40,,,55-60,,,,,,0.0,shopify,10,continue,manual,2920.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,35-40,,,60-65,,,,,,0.0,shopify,10,continue,manual,3060.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,35-40,,,65-70,,,,,,0.0,shopify,10,continue,manual,3200.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,35-40,,,70-75,,,,,,0.0,shopify,10,continue,manual,3340.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,35-40,,,75-80,,,,,,0.0,shopify,10,continue,manual,3480.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,35-40,,,80-85,,,,,,0.0,shopify,10,continue,manual,3620.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,35-40,,,85-90,,,,,,0.0,shopify,10,continue,manual,3760.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,40-45,,,30-35,,,,,,0.0,shopify,1,continue,manual,2360.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,40-45,,,35-40,,,,,,0.0,shopify,1,continue,manual,2500.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,40-45,,,40-45,,,,,,0.0,shopify,1,continue,manual,2640.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,40-45,,,45-50,,,,,,0.0,shopify,1,continue,manual,2780.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,40-45,,,50-55,,,,,,0.0,shopify,1,continue,manual,2920.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,40-45,,,55-60,,,,,,0.0,shopify,1,continue,manual,3060.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,40-45,,,60-65,,,,,,0.0,shopify,1,continue,manual,3200.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,40-45,,,65-70,,,,,,0.0,shopify,1,continue,manual,3340.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,40-45,,,70-75,,,,,,0.0,shopify,1,continue,manual,3480.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,40-45,,,75-80,,,,,,0.0,shopify,1,continue,manual,3620.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,40-45,,,80-85,,,,,,0.0,shopify,1,continue,manual,3760.00,1.00,true,true,,,,,,,,,,,,,kg,,,
bespoke-ventilated-steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,40-45,,,85-90,,,,,,0.0,shopify,1,continue,manual,3900.00,1.00,true,true,,,,,,,,,,,,,kg,,,
steel-floor-hatch-with-custom-lasercut-pattern,Bespoke Ventilated Steel Floor Hatch with Custom Lasercut Pattern,"<p>Custom Steel Floor Hatches – Tailored to Your Needs  </p>
<p>Our steel floor hatches are fully customizable to ensure a perfect fit and seamless integration into your space. Personalize your hatch with the following options:  </p>
<p>- Precise Dimensions: Designed to match your exact opening size.  <br>- Hinge Placement: Choose hinges on the short or long side.  <br>- Flush or Lip Design: Select a flush finish or a 2-inch lip to cover the surrounding surface.  <br>- Custom Color: Pick a color that complements your style.  <br>- Weight &amp; Thickness: Specify estimated weight and thickness for tiling or additional coverings.  <br>- Optional Border: Add an overall border and define the required depth.  </p>
<p>Crafted for durability, functionality, and style, our hatches are ideal for any residential, commercial, or industrial application.</p>
<p><span style=""font-size: 0.875rem;"">HOW TO PLACE THE ORDER:</span></p>
<ol>
<li><span>Round up your opening dimensions to the nearest odd numbers and pick them from size options in the listing ( that is only for fair pricing and making payment )</span></li>
<li>
<span>Provide your exact specs by filling </span>personalization slot</li>
<li>Place an order</li>
</ol>
<p><span>HOW TO PICK THE COLOR:<br>- You can pick any color from any collection by following this link: neokem.eu/en/color-charts.<br><br>ETA ( FLOOR HATCHES )<br>- Making shop drawing: 3-5 days<br>- Fabrication: 3 weeks<br>- Shipping: 5-10 days<br></span></p>",FerrumDecorStudio,Home & Garden,hardware,"Custom Ventilated Steel Floor Hatch, Customized Ventilated Floor Access Hatch, Personalized Ventilated Floor Hatch in Steel, Sample Product, Specialized Steel Floor Vent Hatch, Steel Access Panel for Floors, Steel Floor Hatch, Tailor-Made Steel Floor Hatch with Ventilation, Ventilated Steel Hatch",true,Openning width (INCH),25-30,,Openning length (INCH),30-35,,,,,,0.0,shopify,10,continue,manual,1940.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/dvxbxbx_0f58b54f-db5a-4f2f-ba99-bb6f2ac6c024.jpg?v=1770388077,1,"",false,,,,kg,,,active
steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,25-30,,,35-40,,,,,,0.0,shopify,10,continue,manual,2080.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/bxbb_b21cc5e0-22db-4c11-9e9f-5d234fa13a48.jpg?v=1770388077,2,"",,,,,kg,,,
steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,25-30,,,40-45,,,,,,0.0,shopify,10,continue,manual,2220.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/dvxbx_05b210bd-6a59-4243-851f-02a5167256a9.jpg?v=1770388076,3,"",,,,,kg,,,
steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,25-30,,,45-50,,,,,,0.0,shopify,10,continue,manual,2360.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/fbshf_7b38a291-ee0e-4673-bb7b-f58c5ffa783b.jpg?v=1770388077,4,"",,,,,kg,,,
steel-floor-hatch-with-custom-lasercut-pattern,,,,,,,,,25-30,,,50-55,,,,,,0.0,shopify,10,continue,manual,2500.00,1.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0991/2392/1028/files/sdbdgs_6e36b95c-2f41-4d7a-99fa-7c8e2c866338.jpg?v=1770388076,5,"",,,,,kg,,,
